TEMPLATE_ID,SUBJECT_ID,FILENAME,SIGHTING_ID,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT
975,12485,img/113693.jpg,66391,132,39,128,168
975,12485,img/114186.jpg,66772,596,40,191,268
976,12486,img/112601.jpg,66674,186,286,109,122
976,12486,img/113023.jpg,67451,346,22,198,259
976,12486,img/113437.jpg,66521,1321,280,650,847
976,12486,img/113300.jpg,67868,355,129,398,541
976,12486,img/112720.jpg,67347,205,67,242,323
976,12486,img/112495.jpg,67311,295,116,101,120
977,12487,img/114151.jpg,67115,1372,841,751,1025
977,12487,img/113957.jpg,67053,383,144,122,169
977,12487,img/113653.jpg,67520,614,198,327,431
978,12489,img/113588.jpg,67860,191,100,148,179
978,12489,img/112945.jpg,66361,896,38,208,270
979,12490,img/115279.jpg,68472,190,81,66,90
979,12490,img/115446.jpg,69413,514,123,172,202
979,12490,img/112869.jpg,67870,228,102,90,109
979,12490,img/114605.jpg,68422,446,111,199,227
980,12492,img/112649.jpg,68131,177,52,116,113
980,12492,img/113950.jpg,67309,669,393,411,476
980,12492,img/112799.jpg,66597,212,127,143,157
981,12493,img/112513.jpg,66256,24,35,171,287
981,12493,img/113260.jpg,67272,159,54,128,147
981,12493,img/113398.jpg,67950,296,109,193,246
981,12493,img/114154.jpg,66356,188,66,111,141
981,12493,img/113155.jpg,67087,207,3,132,108
981,12493,img/113423.jpg,66509,230,78,35,40
982,12494,img/113161.jpg,66502,864,146,173,227
982,12494,img/113229.jpg,67206,305,63,136,158
982,12494,img/113995.jpg,67918,1006,609,930,1156
982,12494,img/112827.jpg,67522,280,105,58,74
982,12494,img/112740.jpg,68030,438,40,39,50
983,12495,img/112442.jpg,66828,490,185,121,150
983,12495,img/114058.jpg,66418,176,56,170,179
983,12495,img/113210.jpg,66852,1391,225,108,135
984,12497,img/113901.jpg,67367,294,255,397,460
984,12497,img/113689.jpg,67919,178,115,241,294
984,12497,img/114169.jpg,66419,147,56,153,205
984,12497,img/113083.jpg,67697,126,89,165,218
984,12497,img/114213.jpg,66397,176,36,176,226
984,12497,img/112873.jpg,66685,175,100,218,284
985,12498,img/1729.jpg,464,1135,457,155,183
985,12498,img/3161.jpg,472,1813,968,317,385
985,12498,img/114034.jpg,66312,319,96,290,401
985,12498,img/113289.jpg,66732,967,376,278,340
985,12498,img/113082.jpg,68022,459,215,439,482
985,12498,img/114813.jpg,68414,1074,295,482,654
985,12498,img/113297.jpg,67989,193,46,99,125
985,12498,img/359.jpg,11254,166,27,260,331
985,12498,img/1475.jpg,516,1332,139,444,540
985,12498,img/113828.jpg,66701,160,30,269,329
985,12498,img/442584.jpg,119818,932,1106,180,243
985,12498,img/449805.jpg,127184,769,621,241,293
986,12499,img/113087.jpg,67122,334,182,249,316
987,12500,img/112797.jpg,67225,2827,432,851,864
987,12500,img/113262.jpg,67304,195,22,109,143
987,12500,img/113093.jpg,67732,779,52,347,368
987,12500,img/113391.jpg,67046,713,554,291,335
987,12500,img/113536.jpg,66648,1597,302,542,844
987,12500,img/113743.jpg,67936,292,199,1147,1730
987,12500,img/113443.jpg,66566,1516,710,732,1038
987,12500,img/113139.jpg,67485,747,255,466,537
987,12500,img/112841.jpg,67680,381,63,285,395
987,12500,img/113821.jpg,67121,658,274,371,519
987,12500,img/113057.jpg,67687,593,205,553,821
987,12500,img/113321.jpg,66541,847,357,549,751
987,12500,img/113430.jpg,67000,323,70,238,292
987,12500,img/113874.jpg,66267,629,198,386,490
987,12500,img/113198.jpg,67102,217,149,173,245
987,12500,img/114100.jpg,67317,717,288,475,672
988,12504,img/112748.jpg,66736,469,76,260,342
988,12504,img/113112.jpg,67205,524,44,84,103
988,12504,img/113217.jpg,66669,367,27,379,522
988,12504,img/113413.jpg,67830,487,157,638,939
989,12506,img/114204.jpg,67595,47,13,73,93
989,12506,img/114189.jpg,67017,228,74,272,396
989,12506,img/114036.jpg,68035,234,91,152,230
990,12512,img/112528.jpg,67176,214,78,65,82
990,12512,img/112970.jpg,66877,209,90,76,88
990,12512,img/113335.jpg,66302,240,39,39,47
990,12512,img/112405.jpg,66405,217,48,133,177
990,12512,img/114140.jpg,66722,1037,78,66,89
990,12512,img/112419.jpg,67858,186,78,77,98
991,12513,img/112413.jpg,68070,242,84,83,101
991,12513,img/112728.jpg,66583,123,69,163,183
991,12513,img/113571.jpg,66711,388,123,89,102
991,12513,img/113612.jpg,67920,191,89,117,120
991,12513,img/112893.jpg,67069,378,92,97,110
991,12513,img/112520.jpg,67482,196,60,63,93
991,12513,img/113361.jpg,67432,160,70,72,94
991,12513,img/113420.jpg,68128,179,68,118,117
991,12513,img/114096.jpg,67414,213,54,133,172
992,12519,img/112813.jpg,66538,32,69,192,258
992,12519,img/112423.jpg,67755,325,154,394,541
995,12523,img/113726.jpg,66493,178,42,357,517
995,12523,img/112585.jpg,66868,382,173,483,684
995,12523,img/112486.jpg,67805,542,370,1203,1704
995,12523,img/112756.jpg,66560,146,46,253,371
995,12523,img/113786.jpg,67704,513,375,636,954
995,12523,img/113317.jpg,66979,576,263,800,1012
995,12523,img/112476.jpg,68093,135,312,673,863
996,12526,img/112673.jpg,66481,114,18,92,135
996,12526,img/113673.jpg,67350,261,144,69,94
996,12526,img/114092.jpg,66309,222,142,71,110
997,12527,img/114040.jpg,67477,298,103,73,94
997,12527,img/113181.jpg,66753,329,199,147,186
997,12527,img/112959.jpg,66306,290,110,84,114
997,12527,img/112498.jpg,66776,1573,337,256,368
997,12527,img/112848.jpg,66783,526,237,85,117
997,12527,img/113148.jpg,67288,340,121,168,255
998,12528,img/114234.jpg,67486,202,76,98,126
998,12528,img/112965.jpg,66846,136,45,71,94
998,12528,img/113644.jpg,67907,214,105,112,159
1000,12531,img/113020.jpg,67976,766,217,85,123
1000,12531,img/114120.jpg,67604,223,34,115,128
1001,12532,img/113949.jpg,67460,672,131,435,382
1001,12532,img/114064.jpg,66473,685,23,148,170
1001,12532,img/112780.jpg,67897,164,31,148,166
1002,12533,img/113959.jpg,66629,2809,1073,330,384
1002,12533,img/114160.jpg,67997,1572,105,274,328
1002,12533,img/113668.jpg,67900,123,54,174,205
1003,12534,img/113718.jpg,66841,79,57,254,315
1003,12534,img/113925.jpg,66992,171,80,126,163
1003,12534,img/113841.jpg,66814,649,267,357,444
1004,12536,img/112874.jpg,66847,188,54,99,115
1004,12536,img/112483.jpg,67260,194,24,85,105
1005,12537,img/113074.jpg,67222,122,24,45,60
1006,12539,img/112734.jpg,67058,123,39,135,157
1006,12539,img/113468.jpg,67167,121,106,239,251
1006,12539,img/113360.jpg,67829,339,274,724,853
1007,12541,img/114021.jpg,66464,255,36,127,151
1007,12541,img/113796.jpg,67419,202,44,81,105
1008,12542,img/112876.jpg,67584,638,273,879,958
1009,12545,img/113630.jpg,67379,201,78,83,121
1009,12545,img/114074.jpg,67086,249,97,58,82
1009,12545,img/113657.jpg,67626,224,82,48,62
1009,12545,img/112846.jpg,68053,204,85,67,98
1009,12545,img/112992.jpg,67592,789,85,271,348
1009,12545,img/113062.jpg,67981,610,66,146,182
1009,12545,img/112569.jpg,66680,456,99,140,195
1009,12545,img/113404.jpg,66694,577,104,85,121
1009,12545,img/112629.jpg,66280,116,118,59,77
1010,12548,img/112785.jpg,66273,460,81,292,275
1010,12548,img/113574.jpg,67292,507,682,963,1088
1012,12553,img/113907.jpg,67864,100,87,390,469
1012,12553,img/112844.jpg,66818,545,272,885,1081
1013,12555,img/112860.jpg,68086,228,38,75,105
1013,12555,img/112408.jpg,67874,195,14,118,139
1015,12557,img/114410.jpg,69098,24,31,140,177
1015,12557,img/114225.jpg,66421,69,64,445,560
1015,12557,img/114053.jpg,67999,136,181,575,699
1016,12558,img/114132.jpg,67746,815,113,406,564
1017,12560,img/113990.jpg,66621,529,96,210,228
1017,12560,img/113088.jpg,66911,157,41,122,178
1017,12560,img/112505.jpg,67633,851,49,261,373
1017,12560,img/113123.jpg,67223,203,68,186,247
1018,12561,img/112519.jpg,67403,203,107,270,301
1018,12561,img/112899.jpg,66947,158,104,264,284
1019,12562,img/113171.jpg,66489,32,35,58,84
1019,12562,img/113322.jpg,67932,214,45,101,136
1020,12564,img/113599.jpg,67716,249,153,117,159
1021,12565,img/112906.jpg,67818,1106,317,75,76
1021,12565,img/113900.jpg,67499,238,102,35,42
1021,12565,img/113656.jpg,66700,209,101,20,29
1021,12565,img/112474.jpg,67530,241,154,19,28
1022,12566,img/113808.jpg,67605,785,376,88,109
1022,12566,img/112436.jpg,66807,243,55,116,133
1023,12568,img/114065.jpg,67306,522,135,246,336
1023,12568,img/113941.jpg,67677,242,44,103,144
1023,12568,img/113121.jpg,68033,2119,97,412,606
1023,12568,img/4490.jpg,445,110,22,64,89
1023,12568,img/113199.jpg,67809,106,54,218,281
1023,12568,img/114067.jpg,66437,186,17,52,63
1023,12568,img/113970.jpg,67336,197,35,105,153
1024,12569,img/114050.jpg,66559,533,164,956,1304
1025,12571,img/113896.jpg,66631,171,17,52,61
1026,12574,img/113638.jpg,66293,299,86,445,652
1026,12574,img/113793.jpg,67470,285,149,84,118
1026,12574,img/112496.jpg,66956,168,16,45,49
1027,12575,img/114214.jpg,67762,205,89,228,251
1028,12577,img/113410.jpg,68102,327,110,256,337
1028,12577,img/112901.jpg,67247,222,98,294,333
1028,12577,img/113811.jpg,67778,553,154,495,523
1028,12577,img/112879.jpg,66983,121,45,255,170
1028,12577,img/114129.jpg,66815,258,91,271,299
1028,12577,img/112546.jpg,67655,497,87,225,290
1028,12577,img/113054.jpg,67266,418,107,216,254
1028,12577,img/112974.jpg,66898,885,69,157,163
1028,12577,img/112807.jpg,66837,506,89,260,333
1029,12578,img/113800.jpg,67553,280,42,64,85
1029,12578,img/113575.jpg,66427,262,128,142,199
1029,12578,img/2815.jpg,7201,239,129,180,219
1029,12578,img/4643.jpg,7173,216,27,33,47
1029,12578,img/113003.jpg,67656,191,68,106,103
1029,12578,img/1371.jpg,7177,55,130,37,46
1029,12578,img/3412.jpg,7197,268,123,138,199
1029,12578,img/113047.jpg,67313,87,85,53,48
1029,12578,img/239.jpg,7199,184,48,95,132
1029,12578,img/113989.jpg,67634,187,53,92,132
1030,12579,img/113721.jpg,66910,1762,431,840,1077
1030,12579,img/113883.jpg,66989,459,6,565,636
1030,12579,img/112781.jpg,67258,74,17,33,41
1030,12579,img/113403.jpg,66677,209,61,53,63
1030,12579,img/113246.jpg,66465,75,59,118,175
1030,12579,img/112805.jpg,67510,934,703,384,494
1031,12581,img/112952.jpg,67211,505,192,238,291
1031,12581,img/114235.jpg,67890,77,114,159,204
1031,12581,img/113581.jpg,67141,188,152,113,149
1031,12581,img/112492.jpg,67781,406,78,324,384
1031,12581,img/113481.jpg,66342,67,21,164,195
1031,12581,img/112710.jpg,67640,181,15,199,258
1031,12581,img/113951.jpg,68048,665,100,177,214
1032,12583,img/114219.jpg,66872,663,145,703,894
1032,12583,img/113514.jpg,66802,276,75,271,383
1032,12583,img/113134.jpg,67606,1078,617,1554,2356
1032,12583,img/113402.jpg,66851,168,50,185,241
1033,12584,img/114083.jpg,67925,1238,925,775,912
1033,12584,img/112688.jpg,67218,94,169,152,181
1033,12584,img/113055.jpg,67453,1506,2375,653,735
1033,12584,img/113106.jpg,67443,1100,921,863,1126
1033,12584,img/114030.jpg,66417,156,35,139,160
1033,12584,img/113428.jpg,66900,1189,526,765,950
1034,12585,img/113620.jpg,66642,193,83,113,151
1034,12585,img/114172.jpg,66660,171,60,143,183
1034,12585,img/112979.jpg,67577,155,80,147,179
1034,12585,img/113143.jpg,66401,201,63,48,79
1034,12585,img/113753.jpg,68038,614,61,385,470
1034,12585,img/112475.jpg,67980,180,86,92,129
1034,12585,img/113855.jpg,68147,633,30,564,749
1034,12585,img/112487.jpg,67631,156,85,115,140
1034,12585,img/114084.jpg,67790,163,64,144,172
1034,12585,img/113498.jpg,66423,86,68,120,156
1034,12585,img/113523.jpg,67757,159,77,106,154
1034,12585,img/112544.jpg,66327,40,25,90,128
1034,12585,img/112652.jpg,67201,210,54,97,127
1034,12585,img/113146.jpg,67845,187,77,68,99
1034,12585,img/112736.jpg,67701,81,88,68,88
1035,12586,img/113623.jpg,66893,245,118,1452,1936
1035,12586,img/115418.jpg,68593,178,50,140,186
1035,12586,img/114113.jpg,67657,63,35,196,285
1036,12587,img/113287.jpg,67948,144,63,122,143
1036,12587,img/113660.jpg,68055,51,24,287,375
1036,12587,img/113760.jpg,67779,182,23,164,210
1037,12588,img/114950.jpg,69322,1056,846,262,288
1037,12588,img/114233.jpg,66529,1399,801,307,392
1037,12588,img/112468.jpg,66746,283,109,60,80
1038,12589,img/113346.jpg,66314,215,85,56,76
1039,12590,img/113501.jpg,66652,326,84,76,98
1040,12591,img/113637.jpg,66988,138,50,70,97
1040,12591,img/113150.jpg,67507,67,19,58,87
1041,12593,img/1717.jpg,311,161,20,145,168
1041,12593,img/4954.jpg,304,390,101,142,167
1041,12593,img/113386.jpg,67111,416,143,280,393
1041,12593,img/113534.jpg,67436,395,149,1418,1860
1042,12596,img/113204.jpg,67718,279,161,285,323
1043,12597,img/4086.jpg,7066,179,43,94,126
1043,12597,img/4524.jpg,7046,59,58,38,52
1043,12597,img/113619.jpg,67032,229,48,209,275
1043,12597,img/2312.jpg,6474,145,16,66,81
1043,12597,img/2281.jpg,7076,308,47,377,450
1043,12597,img/4662.jpg,7041,14,95,173,163
1043,12597,img/1645.jpg,7082,42,127,111,130
1043,12597,img/107350.jpg,67140,245,61,110,155
1043,12597,img/1153.jpg,7045,253,133,57,73
1043,12597,img/113977.jpg,66281,462,311,353,381
1043,12597,img/17.jpg,7063,22,21,40,50
1043,12597,img/113490.jpg,66782,143,37,123,172
1043,12597,img/4976.jpg,7030,343,39,75,89
1043,12597,img/185.jpg,7042,270,95,63,88
1043,12597,img/3392.jpg,7067,286,25,38,46
1043,12597,img/3773.jpg,7057,119,30,61,81
1043,12597,img/113690.jpg,67265,36,121,97,116
1043,12597,img/2963.jpg,7081,248,65,69,76
1043,12597,img/2735.jpg,7060,196,68,40,50
1043,12597,img/4023.jpg,6473,140,18,70,112
1043,12597,img/113871.jpg,67911,133,14,173,196
1043,12597,img/3264.jpg,7022,437,199,202,276
1043,12597,img/113886.jpg,67855,275,118,70,88
1043,12597,img/1921.jpg,7044,413,7,77,99
1043,12597,img/113101.jpg,66926,274,250,172,229
1043,12597,img/112949.jpg,67027,164,162,265,337
1043,12597,img/2138.jpg,7050,303,2,120,135
1043,12597,img/2168.jpg,7047,183,110,142,158
1043,12597,img/2472.jpg,6574,419,46,64,91
1043,12597,img/112890.jpg,66708,204,20,49,62
1043,12597,img/4828.jpg,7065,227,52,103,136
1043,12597,img/1442.jpg,7040,243,95,76,88
1043,12597,img/113162.jpg,67539,285,134,71,79
1043,12597,img/4310.jpg,7071,200,13,51,67
1043,12597,img/2254.jpg,6569,348,61,71,78
1043,12597,img/112735.jpg,66673,216,135,321,362
1043,12597,img/113905.jpg,66491,328,126,362,375
1043,12597,img/603.jpg,7077,102,35,107,145
1043,12597,img/112464.jpg,67926,323,33,80,112
1043,12597,img/311.jpg,7029,144,48,78,113
1045,12600,img/112833.jpg,66921,111,61,73,92
1045,12600,img/114198.jpg,67124,238,68,121,164
1045,12600,img/112795.jpg,66830,121,75,103,156
1045,12600,img/113767.jpg,66404,79,49,155,188
1045,12600,img/113899.jpg,66292,130,60,132,167
1046,12601,img/112658.jpg,67922,100,48,102,117
1046,12601,img/113450.jpg,67806,249,58,110,162
1046,12601,img/114022.jpg,67002,86,23,83,118
1046,12601,img/113927.jpg,66608,185,50,130,175
1046,12601,img/112465.jpg,66620,68,60,95,129
1046,12601,img/112441.jpg,66625,115,76,134,169
1046,12601,img/113784.jpg,68001,147,84,238,332
1046,12601,img/109103.jpg,67624,248,78,125,184
1046,12601,img/113909.jpg,67364,258,109,128,184
1046,12601,img/113367.jpg,67504,176,54,78,102
1046,12601,img/112686.jpg,66562,258,117,105,152
1046,12601,img/114133.jpg,67521,204,21,142,192
1046,12601,img/113610.jpg,66939,171,55,197,259
1047,12602,img/113206.jpg,68096,803,166,206,253
1048,12603,img/112402.jpg,67219,171,25,122,152
1049,12604,img/113961.jpg,66436,111,105,66,82
1050,12605,img/113100.jpg,66548,96,92,70,100
1050,12605,img/106566.jpg,66690,252,110,94,124
1050,12605,img/112940.jpg,66318,236,127,126,180
1050,12605,img/113595.jpg,66507,342,100,127,177
1050,12605,img/114014.jpg,67774,894,152,254,366
1050,12605,img/113205.jpg,68031,39,62,86,107
1050,12605,img/113670.jpg,67285,66,54,61,46
1050,12605,img/112645.jpg,66704,97,77,84,127
1050,12605,img/113926.jpg,66355,223,65,249,327
1050,12605,img/112718.jpg,67787,208,154,164,229
1051,12607,img/113802.jpg,67415,199,59,96,130
1051,12607,img/113144.jpg,66742,832,59,285,330
1051,12607,img/113971.jpg,68063,244,69,45,68
1052,12609,img/112863.jpg,66568,183,70,75,108
1053,12613,img/112477.jpg,66998,308,105,92,122
1054,12614,img/112770.jpg,67030,138,38,135,162
1054,12614,img/113186.jpg,66935,436,49,202,229
1054,12614,img/114191.jpg,66731,202,27,102,152
1054,12614,img/114215.jpg,67555,1107,221,160,216
1054,12614,img/112739.jpg,66295,165,16,156,176
1054,12614,img/113964.jpg,66278,269,11,538,637
1054,12614,img/112822.jpg,66270,151,69,101,108
1054,12614,img/114063.jpg,67873,154,37,110,157
1054,12614,img/113469.jpg,66913,82,50,38,53
1054,12614,img/113587.jpg,66870,201,18,110,166
1054,12614,img/113015.jpg,68152,431,137,438,498
1054,12614,img/114114.jpg,68050,226,186,226,284
1055,12618,img/112730.jpg,66984,179,100,89,115
1056,12619,img/113095.jpg,66653,206,42,69,91
1057,12620,img/112964.jpg,68117,289,46,68,101
1057,12620,img/112760.jpg,67600,237,160,181,234
1057,12620,img/112944.jpg,66261,37,3,47,57
1057,12620,img/112517.jpg,68095,168,111,160,194
1057,12620,img/113621.jpg,66581,170,74,209,287
1057,12620,img/113239.jpg,66522,58,87,29,40
1057,12620,img/113759.jpg,66379,940,801,267,281
1057,12620,img/113774.jpg,66786,340,142,279,303
1057,12620,img/112754.jpg,67305,295,242,97,147
1057,12620,img/113559.jpg,66452,581,43,209,242
1059,12623,img/113631.jpg,67675,377,261,87,93
1060,12624,img/113316.jpg,67910,58,28,56,69
1060,12624,img/113911.jpg,68005,2,27,649,860
1060,12624,img/114176.jpg,67274,233,148,187,202
1060,12624,img/114001.jpg,67421,186,65,116,132
1060,12624,img/113876.jpg,67195,337,80,63,79
1060,12624,img/113103.jpg,67182,202,48,79,86
1060,12624,img/112480.jpg,67448,146,73,91,122
1060,12624,img/113465.jpg,67479,211,83,98,134
1060,12624,img/114088.jpg,67977,178,45,114,146
1060,12624,img/113973.jpg,66838,238,129,89,142
1060,12624,img/114173.jpg,66922,120,60,140,140
1062,12626,img/114674.jpg,68254,471,530,227,311
1062,12626,img/115140.jpg,68856,208,25,112,140
1063,12628,img/114884.jpg,68598,1257,114,372,468
1063,12628,img/114940.jpg,69092,273,53,148,201
1063,12628,img/115147.jpg,68772,144,14,58,85
1064,12629,img/114852.jpg,69352,681,166,332,446
1064,12629,img/114818.jpg,69135,209,69,108,157
1064,12629,img/115071.jpg,69180,236,76,103,147
1064,12629,img/114809.jpg,69464,197,38,185,262
1065,12630,img/115322.jpg,68585,286,240,410,548
1065,12630,img/115103.jpg,69250,48,49,114,135
1066,12632,img/115276.jpg,68301,193,77,106,139
1066,12632,img/114532.jpg,68718,191,169,29,28
1066,12632,img/114267.jpg,68165,1919,509,330,358
1066,12632,img/114471.jpg,69387,1139,926,296,288
1066,12632,img/115486.jpg,68362,2278,1790,407,343
1067,12635,img/114431.jpg,68727,199,86,118,147
1067,12635,img/114668.jpg,68692,143,45,172,224
1067,12635,img/115347.jpg,69359,176,103,62,104
1067,12635,img/115318.jpg,68264,1894,621,2564,2665
1067,12635,img/115040.jpg,69440,132,48,155,182
1067,12635,img/115515.jpg,69368,151,173,774,766
1067,12635,img/115359.jpg,69278,189,57,74,92
1068,12636,img/115295.jpg,68514,95,41,222,218
1069,12637,img/114633.jpg,69351,61,59,105,122
1069,12637,img/114474.jpg,68704,119,80,154,154
1069,12637,img/114924.jpg,69081,245,150,42,62
1069,12637,img/114676.jpg,69337,336,99,82,148
1070,12639,img/114245.jpg,68525,58,19,68,80
1070,12639,img/115508.jpg,68189,94,53,193,242
1070,12639,img/3620.jpg,3576,629,73,675,924
1070,12639,img/115150.jpg,69437,146,32,86,120
1070,12639,img/114772.jpg,68566,55,60,458,594
1071,12640,img/114822.jpg,68930,405,100,119,123
1072,12641,img/115001.jpg,68437,572,404,1144,1383
1072,12641,img/115187.jpg,68710,2654,145,451,580
1072,12641,img/114991.jpg,69000,165,70,150,210
1072,12641,img/115128.jpg,69009,2106,357,765,972
1073,12642,img/114486.jpg,68305,148,50,81,111
1073,12642,img/115390.jpg,68369,750,165,131,174
1073,12642,img/115437.jpg,69334,383,51,308,478
1073,12642,img/114888.jpg,69099,230,42,210,283
1073,12642,img/114582.jpg,68191,114,17,104,151
1073,12642,img/115331.jpg,68334,743,706,267,322
1073,12642,img/115105.jpg,68485,494,63,440,626
1073,12642,img/114719.jpg,69017,533,366,140,181
1074,12643,img/114685.jpg,69386,196,60,80,105
1075,12644,img/114567.jpg,68377,146,64,237,212
1075,12644,img/115060.jpg,68575,252,17,366,383
1076,12645,img/114390.jpg,68849,1182,112,185,241
1076,12645,img/115023.jpg,69374,536,172,1096,1434
1076,12645,img/115354.jpg,68847,193,80,94,134
1076,12645,img/114937.jpg,68511,92,33,201,257
1076,12645,img/114416.jpg,69442,150,65,321,396
1076,12645,img/115307.jpg,69146,100,62,293,391
1076,12645,img/114547.jpg,68784,203,91,424,525
1077,12646,img/115123.jpg,69163,837,11,203,236
1078,12647,img/114754.jpg,68202,509,124,289,336
1078,12647,img/114276.jpg,68390,161,38,185,271
1079,12649,img/114432.jpg,68776,882,601,581,724
1079,12649,img/115206.jpg,68832,711,369,1101,1502
1079,12649,img/115319.jpg,68595,138,48,149,164
1079,12649,img/114380.jpg,69023,486,69,244,306
1079,12649,img/114881.jpg,69269,57,45,162,190
1079,12649,img/114517.jpg,69441,347,176,687,652
1079,12649,img/114943.jpg,68463,158,58,146,161
1079,12649,img/114427.jpg,68429,1936,504,781,1019
1080,12650,img/114683.jpg,69356,976,109,344,455
1081,12651,img/115082.jpg,68945,350,115,58,100
1081,12651,img/114787.jpg,68482,394,53,200,224
